customer_id,first_name,last_name,city,gender,age,age_group,signup_date
101262,Drew,Patel,Jaipur,F,61,51-70,2018-01-16
101263,Sam,Kumar,Lucknow,O,24,18-25,2019-05-08
101264,Riley,Das,Chennai,O,61,51-70,2021-12-20
101265,Casey,Iyer,Mumbai,M,32,26-35,2021-02-05
101266,Casey,Rao,Chennai,M,51,51-70,2018-11-07
101267,Blake,Rao,Chennai,M,63,51-70,2020-01-09
101268,Casey,Verma,Chennai,F,62,51-70,2019-06-30
101269,Jordan,Ahuja,Delhi,F,21,18-25,2024-09-27
101270,Robin,Singh,Hyderabad,M,31,26-35,2018-09-08
101271,Avery,Kumar,Chennai,M,31,26-35,2020-01-29
101272,Skyler,Iyer,Delhi,F,33,26-35,2022-12-10
101273,Avery,Chatterjee,Lucknow,F,24,18-25,2021-07-21
101274,Avery,Gupta,Ahmedabad,M,49,36-50,2022-06-20
101275,Reese,Chatterjee,Hyderabad,M,36,36-50,2023-03-30
101276,Avery,Das,Lucknow,M,19,18-25,2020-03-24
101277,Riley,Chopra,Bengaluru,F,27,26-35,2018-01-29
101278,Peyton,Chatterjee,Jaipur,F,67,51-70,2020-08-15
101279,Casey,Gupta,Kolkata,F,34,26-35,2023-07-26
101280,Riley,Mehta,Bengaluru,M,54,51-70,2019-04-22
101281,Rowan,Mehta,Pune,F,29,26-35,2018-11-14
101282,Reese,Malhotra,Ahmedabad,M,23,18-25,2018-09-02
101283,Kendall,Mehta,Pune,M,39,36-50,2020-01-18
101284,Jordan,Gupta,Mumbai,O,49,36-50,2019-11-28
101285,Jamie,Das,Mumbai,M,58,51-70,2018-09-29
101286,Skyler,Malhotra,Chennai,M,37,36-50,2022-11-07
101287,Reese,Patel,Ahmedabad,O,18,18-25,2021-06-16
101288,Blake,Mehta,Lucknow,M,64,51-70,2024-08-21
101289,Taylor,Malhotra,Bengaluru,F,23,18-25,2018-09-23
101290,Avery,Ahuja,Ahmedabad,F,36,36-50,2020-07-09
101291,Sam,Ahuja,Bengaluru,F,35,26-35,2018-12-06
101292,Jordan,Rao,Kolkata,M,23,18-25,2019-01-24
101293,Riley,Ahuja,Lucknow,M,62,51-70,2023-08-13
101294,Cameron,Singh,Pune,M,50,36-50,2021-03-11
101295,Harper,Mehta,Bengaluru,M,40,36-50,2019-01-11
101296,Skyler,Kumar,Kolkata,F,40,36-50,2023-07-27
101297,Reese_dup,Kohli,Ahmedabad,M,43,36-50,2024-06-29
101298,Sam,Verma,Kolkata,M,30,26-35,2018-05-26
101299,Peyton,Kohli,Jaipur,F,24,18-25,2023-06-05
101300,Robin,Sharma,Kolkata,F,32,26-35,2018-10-20
101301,Peyton,Saxena,Kolkata,F,61,51-70,2019-03-08
101302,Rowan,Bose,Chennai,M,44,36-50,2019-12-06
101303,Morgan,Bose,Mumbai,F,43,36-50,2023-06-22
101304,Reese,Iyer,Pune,F,50,36-50,2019-02-03
101305,Taylor,Joshi,Jaipur,M,32,26-35,2020-08-21
101306,Alex,Chopra,Jaipur,M,53,51-70,2024-02-13
101307,Jordan,Chopra,Mumbai,M,62,51-70,2023-08-04
101308,Kendall,Ahuja,Hyderabad,F,44,36-50,2023-01-03
101309,Jamie,Chopra,Bengaluru,M,22,18-25,2023-10-10
101310,Reese,Mehta,Kolkata,F,19,18-25,2020-07-27
101311,Riley,Bose,Ahmedabad,F,50,36-50,2019-12-11
101312,Alex,Das,Kolkata,F,33,26-35,2020-03-17
101313,Jamie,Saxena,Ahmedabad,M,40,36-50,2022-01-03
101314,Alex,Verma,Kolkata,M,55,51-70,2021-08-18
101315,Reese,Bhat,Jaipur,M,33,26-35,2018-01-11
101316,Cameron,Singh,Hyderabad,M,31,26-35,2020-12-21
101317,Rowan,Gupta,Mumbai,F,46,36-50,2023-02-12
101318,Cameron,Sharma,Lucknow,M,43,36-50,2024-03-23
101319,Reese,Bhat,Delhi,M,52,51-70,2020-02-11
101320,Avery,Iyer,Pune,M,32,26-35,2022-05-14
101321,Drew,Chatterjee,Lucknow,M,20,18-25,2022-05-27
101322,Alex,Kumar,Pune,F,40,36-50,2021-08-26
101323,Morgan,Bhat,Bengaluru,F,46,36-50,2020-06-03
101324,Peyton,Singh,Mumbai,F,51,51-70,2021-10-21
101325,Avery,Singh,Ahmedabad,M,50,36-50,2018-08-14
101326,Riley,Joshi,Lucknow,F,58,51-70,2020-04-04
101327,Peyton,Das,Lucknow,F,58,51-70,2024-03-15
101328,Kendall,Iyer,Pune,M,40,36-50,2020-07-25
101329,Casey,Mehta,Lucknow,M,24,18-25,2024-12-28
101330,Kendall,Chopra,Ahmedabad,F,20,18-25,2024-04-25
101331,Peyton,Chatterjee,Mumbai,F,49,36-50,2023-03-27
101332,Skyler,Chatterjee,Bengaluru,F,48,36-50,2022-12-02
101333,Jamie,Saxena,Delhi,M,35,26-35,2018-02-23
101334,Quinn,Verma,Mumbai,M,60,51-70,2019-12-28
101335,Skyler,Sharma,Chennai,F,24,18-25,2022-03-25
101336,Cameron,Gupta,Bengaluru,F,58,51-70,2020-11-09
101337,Riley,Iyer,Lucknow,F,18,18-25,2023-03-29
101338,Taylor,Iyer,Ahmedabad,F,31,26-35,2022-11-12
101339,Alex,Saxena,Hyderabad,M,69,51-70,2022-05-16
101340,Kendall,Nair,Lucknow,F,49,36-50,2023-03-30
101341,Casey,Gupta,Jaipur,F,23,18-25,2024-10-02
101342,Quinn,Gupta,Jaipur,F,56,51-70,2020-04-29
101343,Avery,Singh,Hyderabad,M,27,26-35,2023-10-11
101344,Casey,Saxena,Delhi,M,24,18-25,2024-03-13
101345,Harper,Iyer,Jaipur,F,43,36-50,2018-01-03
101346,Peyton,Gupta,Delhi,F,51,51-70,2018-06-09
101347,Alex,Chatterjee,Bengaluru,F,47,36-50,2020-02-20
101348,Sam,Saxena,Hyderabad,F,53,51-70,2020-06-11
101349,Morgan,Das,Delhi,F,38,36-50,2023-07-24
101350,Avery,Patel,Chennai,F,34,26-35,2024-07-04
101351,Blake,Bhat,Delhi,M,50,36-50,2019-08-03
101352,Morgan,Joshi,Kolkata,M,27,26-35,2023-04-18
101353,Skyler,Chatterjee,Bengaluru,M,68,51-70,2021-10-12
101354,Casey,Mehta,Chennai,F,64,51-70,2021-07-14
101355,Drew,Kumar,Hyderabad,M,59,51-70,2022-06-29
101356,Peyton,Bhat,Pune,M,68,51-70,2020-08-09
101357,Skyler,Bhat,Lucknow,F,29,26-35,2020-09-14
101358,Blake,Das,Ahmedabad,F,33,26-35,2021-05-03
101359,Skyler,Rao,Jaipur,F,58,51-70,2020-07-09
101360,Reese,Kohli,Kolkata,M,49,36-50,2021-09-17
101361,Rowan,Ahuja,Kolkata,F,32,26-35,2018-06-19
101362,Drew,Malhotra,Pune,M,44,36-50,2019-06-05
101363,Avery,Singh,Lucknow,M,45,36-50,2022-01-26
101364,Sam,Chopra,Lucknow,M,34,26-35,2018-02-09
101365,Morgan,Malhotra,Jaipur,M,63,51-70,2022-04-10
101366,Quinn,Chopra,Delhi,M,67,51-70,2021-11-19
101367,Taylor,Ahuja,Hyderabad,F,19,18-25,2020-08-12
101368,Rowan,Singh,Lucknow,M,53,51-70,2020-09-10
101369,Alex,Kumar,Lucknow,F,67,51-70,2020-09-01
101370,Taylor,Chatterjee,Ahmedabad,M,24,18-25,2018-02-07
101371,Avery,Bose,Chennai,M,30,26-35,2024-07-03
101372,Rowan,Gupta,Chennai,F,32,26-35,2021-06-28
101373,Riley,Chatterjee,Ahmedabad,F,42,36-50,2021-04-14
101374,Blake,Gupta,,F,40,36-50,2022-06-14
101375,Rowan,Chatterjee,Hyderabad,O,39,36-50,2020-07-02
101376,Morgan,Das,Lucknow,F,43,36-50,2019-03-30
101377,Casey,Verma,Jaipur,F,50,36-50,2018-02-06
101378,Jordan,Bhat,Hyderabad,F,28,26-35,2022-09-08
101379,Kendall,Sharma,Pune,F,27,26-35,2020-03-06
101380,Taylor,Nair,Kolkata,M,42,36-50,2020-08-30
101381,Peyton,Sharma,Lucknow,F,54,51-70,2019-08-16
101382,Kendall,Kohli,Mumbai,M,65,51-70,2021-02-11
101383,Kendall,Kohli,Jaipur,M,60,51-70,2021-08-17
101384,Sam,Chopra,Hyderabad,F,55,51-70,2024-03-21
101385,Quinn,Chatterjee,Bengaluru,M,58,51-70,2018-11-14
101386,Rowan,Patel,Kolkata,M,62,51-70,2024-07-24
101387,Casey,Gupta,Lucknow,M,41,36-50,2023-12-03
101388,Taylor,Sharma,Hyderabad,O,57,51-70,2021-09-08
101389,Casey,Rao,Hyderabad,M,63,51-70,2022-05-11
101390,Casey,Mehta,Jaipur,M,50,36-50,2023-03-05
101391,Casey,Sharma,Kolkata,F,34,26-35,2023-09-19
101392,Taylor,Bose,Chennai,F,41,36-50,2023-06-20
101393,Taylor,Kohli,Chennai,M,54,51-70,2022-11-08
101394,Blake,Bose,Bengaluru,M,19,18-25,2021-08-05
101395,Kendall,Das,Delhi,M,49,36-50,2021-07-09
101396,Blake,Sharma,Ahmedabad,M,41,36-50,2018-08-04
101397,Jordan,Chopra,Lucknow,M,26,26-35,2024-07-11
101398,Alex,Singh,Jaipur,M,21,18-25,2023-11-10
101399,Skyler,Mehta,Lucknow,F,34,26-35,2024-07-28
101400,Jamie,Singh,Jaipur,F,34,26-35,2022-09-01
101401,Peyton,Bhat,Chennai,F,67,51-70,2018-12-29
101402,Jamie,Gupta,Jaipur,M,65,51-70,2022-09-13
101403,Morgan,Kumar,Kolkata,M,47,36-50,2021-04-08
101404,Jamie,Singh,Delhi,F,57,51-70,2018-12-22
101405,Drew,Singh,Bengaluru,M,28,26-35,2018-07-10
101406,Skyler,Mehta,Mumbai,F,38,36-50,2024-10-05
101407,Drew,Saxena,Chennai,F,38,36-50,2019-12-01
101408,Reese,Singh,Mumbai,F,35,26-35,2023-08-17
101409,Avery,Bose,Mumbai,M,46,36-50,2023-12-21
101410,Morgan,Kohli,Pune,M,41,36-50,2019-07-11
101411,Drew,Sharma,Delhi,F,27,26-35,2020-04-05
101412,Blake,Verma,Ahmedabad,F,62,51-70,2020-11-20
101413,Casey,Verma,Hyderabad,M,34,26-35,2019-03-02
101414,Skyler,Chatterjee,Kolkata,O,35,26-35,2024-08-07
101415,Robin,Malhotra,Jaipur,M,59,51-70,2022-04-24
101416,Morgan,Rao,Lucknow,M,65,51-70,2023-10-31
101417,Blake,Kumar,Ahmedabad,F,37,36-50,2024-07-31
101418,Harper,Joshi,Lucknow,F,54,51-70,2019-08-12
101419,Cameron,Joshi,Bengaluru,O,62,51-70,2023-07-06
101420,Morgan,Verma,Bengaluru,M,35,26-35,2022-03-28
101421,Avery,Singh,Kolkata,M,34,26-35,2018-10-22
101422,Robin,Singh,Jaipur,F,26,26-35,2023-06-09
101423,Jordan,Rao,Jaipur,M,31,26-35,2021-06-01
101424,Skyler,Ahuja,Chennai,M,66,51-70,2022-03-29
101425,Avery,Malhotra,Jaipur,F,46,36-50,2022-08-18
101426,Reese,Patel,Hyderabad,M,48,36-50,2021-02-10
101427,Peyton,Chatterjee,Ahmedabad,F,21,18-25,2021-06-10
101428,Robin,Gupta,Ahmedabad,M,35,26-35,2023-08-27
101429,Quinn,Das,Lucknow,F,37,36-50,2018-12-26
101430,Alex,Joshi,Pune,F,64,51-70,2019-12-01
101431,Sam,Nair,Kolkata,M,60,51-70,2019-03-24
101432,Quinn,Chopra,Kolkata,M,61,51-70,2024-08-09
101433,Robin,Kohli,Hyderabad,M,26,26-35,2019-11-06
101434,Morgan,Singh,Jaipur,M,30,26-35,2020-10-04
101435,Skyler,Mehta,Pune,F,32,26-35,2021-09-11
101436,Reese,Das,Chennai,O,44,36-50,2024-11-19
101437,Morgan,Nair,Chennai,F,32,26-35,2024-09-27
101438,Riley,Bose,Ahmedabad,F,45,36-50,2019-08-09
101439,Kendall,Bhat,Hyderabad,M,54,51-70,2021-06-10
101440,Reese,Patel,Mumbai,M,36,36-50,2021-06-01
101441,Cameron,Malhotra,Mumbai,F,43,36-50,2020-09-20
101442,Drew,Kumar,Jaipur,O,69,51-70,2021-12-06
101443,Avery,Sharma,Ahmedabad,F,43,36-50,2019-07-26
101444,Quinn,Joshi,Hyderabad,M,42,36-50,2024-07-10
101445,Drew,Mehta,Mumbai,F,43,36-50,2021-05-30
101446,Avery,Verma,Delhi,M,43,36-50,2023-09-16
101447,Blake,Sharma,Lucknow,F,63,51-70,2020-09-15
101448,Kendall,Rao,Bengaluru,F,45,36-50,2018-10-05
101449,Jordan,Chopra,Lucknow,M,66,51-70,2021-05-04
101450,Casey,Kohli,Bengaluru,O,35,26-35,2023-03-03
101451,Casey,Kumar,Delhi,O,49,36-50,2019-04-29
101452,Drew,Chatterjee,Delhi,F,20,18-25,2021-06-19
101453,Taylor,Nair,Hyderabad,F,19,18-25,2020-01-01
101454,Jamie,Rao,Pune,M,50,36-50,2024-02-18
101455,Sam,Rao,Kolkata,F,59,51-70,2020-11-06
101456,Kendall,Rao,Mumbai,M,36,36-50,2020-07-06
101457,Robin,Kumar,Hyderabad,M,34,26-35,2024-09-14
101458,Quinn,Malhotra,Pune,M,61,51-70,2020-06-04
101459,Morgan,Chatterjee,Kolkata,F,50,36-50,2018-01-22
101460,Avery,Ahuja,Hyderabad,M,29,26-35,2019-04-19
101461,Robin,Bhat,Jaipur,M,66,51-70,2024-03-07
101462,Rowan,Bhat,Kolkata,M,20,18-25,2024-06-11
101463,Casey,Verma,Lucknow,F,60,51-70,2019-12-05
101464,Drew,Iyer,Kolkata,F,66,51-70,2019-11-18
101465,Alex,Bose,Lucknow,M,43,36-50,2018-10-12
101466,Drew,Malhotra,Chennai,O,52,51-70,2019-12-17
101467,Riley,Malhotra,Bengaluru,M,25,18-25,2020-02-02
101468,Reese,Chopra,Lucknow,F,69,51-70,2021-06-04
101469,Reese,Verma,Delhi,F,53,51-70,2020-08-05
101470,Skyler,Patel,Jaipur,F,24,18-25,2024-08-25
101471,Reese,Joshi,Mumbai,M,63,51-70,2024-11-12
101472,Taylor,Das,Chennai,F,63,51-70,2020-10-27
101473,Avery,Sharma,Chennai,F,53,51-70,2018-01-29
101474,Kendall,Iyer,Ahmedabad,F,33,26-35,2020-06-25
101475,Quinn,Gupta,Hyderabad,F,41,36-50,2023-10-28
101476,Kendall,Rao,Hyderabad,M,18,18-25,2024-11-11
101477,Taylor,Mehta,Hyderabad,F,66,51-70,2019-07-24
101478,Taylor,Kohli,Kolkata,M,42,36-50,2023-06-30
101479,Drew,Iyer,Mumbai,F,27,26-35,2021-12-24
101480,Blake,Bose,Bengaluru,M,33,26-35,2020-01-08
101481,Morgan,Malhotra,Lucknow,F,33,26-35,2019-05-31
101482,Jamie,Iyer,Hyderabad,M,25,18-25,2023-06-24
101483,Robin,Kumar,Chennai,M,46,36-50,2024-09-10
101484,Harper,Rao,Lucknow,M,56,51-70,2018-02-08
101485,Casey,Iyer,Mumbai,M,45,36-50,2020-06-05
101486,Reese,Malhotra,Chennai,F,23,18-25,2024-01-14
101487,Skyler,Ahuja,Delhi,F,33,26-35,2021-01-03
101488,Drew,Gupta,Mumbai,F,37,36-50,2022-12-29
101489,Jordan,Patel,Kolkata,F,33,26-35,2022-09-07
101490,Jamie,Gupta,Hyderabad,F,24,18-25,2020-08-31
101491,Morgan,Gupta,Pune,M,58,51-70,2022-04-12
101492,Rowan,Sharma,Jaipur,M,31,26-35,2020-09-15
101493,Riley,Bhat,Chennai,M,60,51-70,2018-01-21
101494,Casey,Ahuja,Ahmedabad,F,43,36-50,2024-06-08
101495,Harper,Singh,Ahmedabad,M,43,36-50,2020-05-18
101496,Quinn,Joshi,Jaipur,M,31,26-35,2018-03-25
101497,Avery,Malhotra,Bengaluru,F,24,18-25,2022-08-10
101498,Kendall,Ahuja,Bengaluru,F,50,36-50,2023-05-31
101499,Jordan,Verma,Jaipur,F,43,36-50,2021-11-11
101500,Jamie,Singh,Pune,F,62,51-70,2022-03-11
101501,Cameron,Mehta,Kolkata,F,37,36-50,2019-07-24
101502,Peyton,Bhat,Mumbai,F,20,18-25,2020-07-22
101503,Kendall,Singh,Pune,F,69,51-70,2023-06-04
101504,Cameron,Mehta,Lucknow,F,21,18-25,2023-01-30
101505,Skyler,Patel,Hyderabad,M,43,36-50,2020-03-03
101506,Drew,Mehta,Bengaluru,M,28,26-35,2020-03-02
101507,Quinn,Bhat,Chennai,M,19,18-25,2022-12-15
101508,Skyler,Saxena,Bengaluru,M,31,26-35,2021-07-18
101509,Alex,Iyer,Ahmedabad,F,61,51-70,2024-12-14
101510,Skyler,Bhat,Chennai,M,47,36-50,2024-03-05
101511,Rowan,Singh,Lucknow,M,66,51-70,2022-05-27
101512,Riley,Singh,Lucknow,F,29,26-35,2020-12-19
101513,Drew,Ahuja,Hyderabad,F,43,36-50,2024-10-13
101514,Jamie,Singh,Delhi,F,61,51-70,2020-09-11
101515,Morgan,Iyer,Ahmedabad,F,50,36-50,2022-08-08
101516,Sam,Das,Jaipur,F,30,26-35,2019-06-04
101517,Drew,Verma,Bengaluru,F,31,26-35,2019-08-14
101518,Harper,Das,Hyderabad,M,41,36-50,2020-11-16
101519,Skyler,Ahuja,Hyderabad,M,51,51-70,2022-09-06
101520,Cameron,Nair,Delhi,M,61,51-70,2023-07-29
101521,Blake,Singh,Lucknow,F,43,36-50,2024-02-25
101522,Robin,Bhat,Ahmedabad,O,38,36-50,2024-08-31
101523,Avery,Rao,Chennai,O,45,36-50,2018-12-15
101524,Peyton,Patel,Ahmedabad,F,65,51-70,2020-08-17
101525,Drew,Mehta,Ahmedabad,M,53,51-70,2023-05-18
101526,Riley,Joshi,Bengaluru,O,57,51-70,2019-11-24
101527,Reese,Patel,Chennai,F,19,18-25,2022-04-09
101528,Cameron,Bhat,Pune,M,59,51-70,2019-01-13
101529,Robin,Chopra,Chennai,F,26,26-35,2019-06-11
101530,Riley,Rao,Hyderabad,M,40,36-50,2024-03-03
101531,Skyler,Das,Delhi,M,32,26-35,2024-11-07
101532,Blake,Gupta,Ahmedabad,F,30,26-35,2021-06-13
101533,Skyler,Nair,Chennai,F,40,36-50,2023-02-19
101534,Riley,Das,Hyderabad,M,34,26-35,2022-10-30
101535,Casey,Joshi,Mumbai,F,65,51-70,2019-06-05
101536,Jordan,Joshi,Lucknow,F,19,18-25,2022-08-29
101537,Sam,Das,Delhi,F,37,36-50,2020-10-13
101538,Riley,Gupta,Kolkata,M,37,36-50,2020-10-10
101539,Robin,Malhotra,Jaipur,M,63,51-70,2024-12-23
101540,Peyton,Patel,Hyderabad,M,20,18-25,2018-04-27
101541,Harper,Singh,Ahmedabad,O,29,26-35,2024-08-30
101542,Morgan,Das,Delhi,M,57,51-70,2021-09-29
101543,Reese,Das,Lucknow,M,19,18-25,2019-08-07
101544,Alex,Saxena,Chennai,F,53,51-70,2019-01-30
101545,Blake,Gupta,Mumbai,F,31,26-35,2020-12-23
101546,Rowan,Iyer,Kolkata,F,33,26-35,2018-03-13
101547,Kendall,Kumar,Lucknow,F,36,36-50,2018-10-01
101548,Taylor,Sharma,Mumbai,M,51,51-70,2023-07-07
101549,Kendall,Chatterjee,Jaipur,M,61,51-70,2021-09-05
101550,Sam,Bose,Delhi,F,63,51-70,2018-12-04
101551,Avery,Bose,Pune,F,23,18-25,2021-10-21
101552,Cameron,Joshi,Bengaluru,F,30,26-35,2019-08-30
101553,Taylor,Kumar,Delhi,F,53,51-70,2018-06-15
101554,Morgan,Chopra,Kolkata,F,39,36-50,2022-04-17
101555,Jamie,Singh,Pune,F,35,26-35,2023-08-21
101556,Reese,Bose,Pune,F,29,26-35,2021-08-17
101557,Kendall,Malhotra,Jaipur,F,69,51-70,2019-12-30
101558,Quinn,Mehta,Bengaluru,M,47,36-50,2023-08-06
101559,Quinn,Patel,Pune,M,68,51-70,2018-04-12
101560,Reese,Rao,Hyderabad,O,57,51-70,2021-11-16
101561,Drew,Malhotra,Lucknow,M,24,18-25,2020-02-18
101562,Peyton,Chopra,Pune,F,49,36-50,2018-08-02
101563,Drew,Patel,Pune,M,65,51-70,2021-01-16
101564,Quinn,Chatterjee,Lucknow,M,36,36-50,2022-04-26
101565,Drew,Singh,Chennai,M,23,18-25,2024-09-14
101566,Reese,Singh,Jaipur,M,37,36-50,2022-08-23
101567,Harper,Sharma,Pune,M,44,36-50,2019-08-15
101568,Morgan,Joshi,Pune,M,60,51-70,2021-08-26
101569,Quinn,Bose,Bengaluru,F,54,51-70,2021-01-14
101570,Riley,Gupta,Mumbai,M,65,51-70,2023-11-10
101571,Reese,Singh,Chennai,M,24,18-25,2019-12-15
101572,Reese,Bhat,Ahmedabad,M,22,18-25,2020-07-24
101573,Jordan,Nair,Chennai,F,28,26-35,2023-05-06
101574,Reese,Chatterjee,Lucknow,F,32,26-35,2018-08-30
101575,Robin,Rao,Bengaluru,F,20,18-25,2023-08-06
101576,Skyler,Verma,Jaipur,M,22,18-25,2018-01-02
101577,Jordan,Das,Delhi,M,40,36-50,2024-03-22
101578,Riley,Mehta,Bengaluru,F,54,51-70,2022-11-04
101579,Jamie,Verma,Kolkata,F,26,26-35,2023-05-04
101580,Skyler,Malhotra,Lucknow,M,32,26-35,2023-12-04
101581,Casey,Gupta,Mumbai,F,20,18-25,2020-07-06
101582,Avery,Chatterjee,Kolkata,M,46,36-50,2024-02-20
101583,Quinn,Iyer,Kolkata,M,23,18-25,2018-03-31
101584,Harper,Kohli,Jaipur,F,34,26-35,2022-09-06
101585,Morgan,Patel,Ahmedabad,F,43,36-50,2023-12-10
101586,Blake,Bose,Delhi,M,38,36-50,2018-05-23
101587,Riley,Chatterjee,Pune,M,25,18-25,2018-04-16
101588,Morgan,Kumar,Hyderabad,O,38,36-50,2020-06-05
101589,Casey,Singh,Pune,F,28,26-35,2019-03-04
101590,Kendall,Ahuja,Kolkata,F,55,51-70,2021-08-21
101591,Drew,Ahuja,Chennai,M,25,18-25,2023-03-11
101592,Riley,Sharma,Hyderabad,F,59,51-70,2023-06-18
101593,Alex,Malhotra,Jaipur,M,41,36-50,2018-11-13
101594,Jordan,Bhat,Delhi,M,52,51-70,2023-06-10
101595,Reese,Bhat,Jaipur,M,31,26-35,2019-09-27
101596,Drew,Rao,Lucknow,F,31,26-35,2023-04-10
101597,Rowan,Iyer,Mumbai,M,27,26-35,2023-08-19
101598,Taylor,Bhat,Kolkata,F,29,26-35,2024-03-20
101599,Blake,Nair,Chennai,M,55,51-70,2021-12-10
101600,Jamie,Mehta,Jaipur,M,61,51-70,2019-07-07
101601,Cameron,Iyer,Hyderabad,M,63,51-70,2019-12-17
101602,Skyler,Joshi,Kolkata,M,51,51-70,2021-07-11
101603,Robin,Verma,Delhi,M,58,51-70,2022-09-10
101604,Taylor,Bhat,Chennai,M,27,26-35,2023-02-27
101605,Casey,Malhotra,Ahmedabad,M,34,26-35,2021-01-12
101606,Blake,Verma,Ahmedabad,M,34,26-35,2021-09-03
101607,Harper,Sharma,Hyderabad,F,20,18-25,2018-04-21
101608,Rowan,Verma,Mumbai,M,48,36-50,2018-09-08
101609,Riley,Ahuja,Ahmedabad,F,68,51-70,2024-08-27
101610,Jordan,Chatterjee,Kolkata,F,18,18-25,2023-08-17
101611,Jamie,Bhat,Delhi,M,29,26-35,2019-04-04
101612,Reese,Bose,Mumbai,F,56,51-70,2021-01-12
101613,Casey,Nair,Pune,F,21,18-25,2018-07-27
101614,Quinn,Patel,Delhi,M,59,51-70,2020-06-18
101615,Skyler,Bose,Kolkata,F,30,26-35,2018-01-22
101616,Alex,Singh,Kolkata,F,51,51-70,2019-02-14
101617,Quinn,Chatterjee,Lucknow,O,59,51-70,2020-06-13
101618,Cameron_dup,Ahuja,Mumbai,F,38,36-50,2019-05-30
101619,Jamie,Saxena,Delhi,M,39,36-50,2020-03-19
101620,Jamie,Iyer,Mumbai,M,21,18-25,2020-05-23
101621,Harper,Chopra,Hyderabad,F,35,26-35,2018-01-14
101622,Quinn,Singh,Bengaluru,O,22,18-25,2020-08-28
101623,Taylor,Rao,Mumbai,F,36,36-50,2023-11-05
101624,Jordan,Iyer,Ahmedabad,F,19,18-25,2022-04-10
101625,Blake_dup,Singh,Kolkata,M,29,26-35,2021-08-17
101626,Rowan,Nair,Lucknow,M,34,26-35,2021-06-20
101627,Rowan,Mehta,Pune,F,27,26-35,2023-12-10
101628,Quinn,Ahuja,Lucknow,F,51,51-70,2020-01-20
101629,Robin,Joshi,Delhi,O,23,18-25,2019-11-16
101630,Avery,Rao,Hyderabad,F,25,18-25,2023-04-12
101631,Drew,Malhotra,Hyderabad,M,68,51-70,2024-06-14
101632,Harper,Sharma,Pune,F,28,26-35,2019-11-26
101633,Alex,Bose,Mumbai,F,29,26-35,2024-05-24
101634,Harper,Malhotra,Mumbai,F,26,26-35,2018-11-03
101635,Harper,Malhotra,Delhi,M,19,18-25,2023-06-13
101636,Jamie,Verma,Delhi,M,25,18-25,2019-10-24
101637,Skyler,Gupta,Chennai,F,28,26-35,2019-07-03
101638,Harper,Gupta,Mumbai,M,53,51-70,2018-11-08
101639,Alex,Ahuja,Delhi,F,27,26-35,2020-12-18
101640,Skyler,Chopra,Hyderabad,M,38,36-50,2022-10-04
101641,Kendall,Iyer,Bengaluru,M,37,36-50,2020-01-25
101642,Morgan,Patel,Kolkata,F,65,51-70,2018-02-04
101643,Rowan,Verma,Mumbai,M,25,18-25,2019-03-21
101644,Peyton,Sharma,Chennai,F,53,51-70,2023-11-11
101645,Reese,Saxena,Kolkata,M,46,36-50,2023-06-06
101646,Quinn,Chatterjee,Ahmedabad,F,59,51-70,2021-05-15
101647,Robin,Bose,Bengaluru,M,29,26-35,2018-12-19
101648,Rowan,Das,Lucknow,M,31,26-35,2020-06-21
101649,Taylor,Singh,Mumbai,F,65,51-70,2021-09-17
101650,Alex,Malhotra,Lucknow,F,67,51-70,2022-10-15
101651,Skyler,Verma,Chennai,M,38,36-50,2018-06-08
101652,Jamie,Iyer,Mumbai,O,39,36-50,2023-06-01
101653,Quinn,Ahuja,Chennai,F,38,36-50,2020-08-14
101654,Jamie,Joshi,Jaipur,F,61,51-70,2023-09-03
101655,Peyton,Patel,Chennai,F,67,51-70,2019-02-08
101656,Harper,Sharma,Delhi,M,47,36-50,2019-05-31
101657,Morgan,Malhotra,Delhi,M,56,51-70,2021-10-19
101658,Rowan,Chopra,Lucknow,M,37,36-50,2020-08-13
101659,Skyler,Verma,Jaipur,F,41,36-50,2024-01-09
101660,Reese,Ahuja,Chennai,M,40,36-50,2022-09-09
101661,Riley,Joshi,Ahmedabad,M,24,18-25,2019-08-31
101662,Alex,Sharma,Lucknow,M,26,26-35,2024-10-03
101663,Drew,Singh,Kolkata,M,18,18-25,2021-06-27
101664,Kendall,Malhotra,Delhi,F,43,36-50,2022-03-16
101665,Skyler,Ahuja,Kolkata,F,55,51-70,2024-07-10
101666,Drew,Kohli,Kolkata,F,55,51-70,2021-12-12
101667,Blake,Kumar,Jaipur,F,61,51-70,2022-12-03
101668,Quinn,Malhotra,Lucknow,F,39,36-50,2018-10-22
101669,Jamie,Iyer,Hyderabad,O,61,51-70,2020-01-25
101670,Alex,Kumar,Lucknow,M,27,26-35,2021-10-26
101671,Morgan,Mehta,Hyderabad,M,23,18-25,2018-07-05
101672,Rowan,Chopra,Chennai,M,34,26-35,2021-06-23
101673,Quinn,Singh,Hyderabad,M,68,51-70,2019-09-29
101674,Quinn,Bhat,Mumbai,F,67,51-70,2021-07-15
101675,Robin,Mehta,Chennai,F,55,51-70,2019-06-14
101676,Rowan,Sharma,Hyderabad,M,41,36-50,2023-08-31
101677,Jordan,Verma,Ahmedabad,F,68,51-70,2020-03-04
101678,Quinn,Joshi,Kolkata,F,27,26-35,2023-11-18
101679,Drew,Ahuja,Chennai,M,25,18-25,2019-04-23
